from_source,from_bdy,from_id,from_name,to_source,to_bdy,to_id,to_name,address_count,address_percent
geoscape 202202,locality,loca353b41bb855,WEST PERTH,geoscape 202202,lga,lga6cd8632bd9ac,Perth,5471,74.40500475996193
geoscape 202202,locality,loca353b41bb855,WEST PERTH,geoscape 202202,lga,lga11926c8a5e34,Vincent,1882,25.59499524003808
geoscape 202202,locality,loca355b53667ea,LISAROW,geoscape 202202,lga,lga1bf4b9703dd4,Central Coast,2324,100
geoscape 202202,locality,loca35612e94511,HUNTLEYS POINT,geoscape 202202,lga,lgaf99ae76baba3,Hunters Hill,70,100
geoscape 202202,locality,loca35939162749,TALGARNO,geoscape 202202,lga,lga6ede3850c9ef,Towong,159,100
geoscape 202202,locality,loca35a02408eab,LYRA,geoscape 202202,lga,lga4200d998f24c,Southern Downs,50,100
geoscape 202202,locality,loca3631d5a5947,RANGEMORE,geoscape 202202,lga,lgab89e443e1890,Burdekin,7,100
geoscape 202202,locality,loca3646c846d3e,MOUNT VIVIAN,geoscape 202202,lga,lgaf5a773172c52,PUA,1,100
geoscape 202202,locality,loca36caf8295ad,MILING,geoscape 202202,lga,lga3720a59ebb88,Moora,118,100
geoscape 202202,locality,loca37465d9db31,RUSH CREEK,geoscape 202202,lga,lga4596f3dd38b9,Moreton Bay,70,100
geoscape 202202,locality,loca3789dc899f2,BARNA,geoscape 202202,lga,lgad7c8302d7c99,Kimba,22,100
geoscape 202202,locality,loca37d9a7b347e,KIMBOLTON,geoscape 202202,lga,lga575ae7e97596,Greater Bendigo,88,100
geoscape 202202,locality,loca382ce9decfb,WANDOOK,geoscape 202202,lga,lga51b9dd5e4b10,Edward River,32,100
geoscape 202202,locality,loca384883a1099,BOYUP BROOK,geoscape 202202,lga,lga6865b59a3293,Boyup Brook,815,100
geoscape 202202,locality,loca385a529a62c,NORTH YELTA,geoscape 202202,lga,lga35875dc8cb05,Copper Coast,6,100
geoscape 202202,locality,loca386036df867,MARSFIELD,geoscape 202202,lga,lga20e7710cab71,Ryde,5855,100
geoscape 202202,locality,loca3872d4c0808,GORDONVALE,geoscape 202202,lga,lga2d4caabc619c,Cairns,3533,100
geoscape 202202,locality,loca3887a4edf0a,LOWER INMAN VALLEY,geoscape 202202,lga,lga1d0fb33d086d,Victor Harbor,276,100
geoscape 202202,locality,loca38992141115,ROSS,geoscape 202202,lga,lgabc6e4e7e1d00,Northern Midlands,323,100
geoscape 202202,locality,loca38e0dc1f079,WOODRISING,geoscape 202202,lga,lgac07fca595aa9,Lake Macquarie,464,100
geoscape 202202,locality,loca3968f59d92c,WILLI WILLI,geoscape 202202,lga,lga4774a2311524,Kempsey,47,100
geoscape 202202,locality,loca39b21782ed2,YAN YEAN,geoscape 202202,lga,lgaa0f71a56be3f,Whittlesea,147,94.23076923076923
geoscape 202202,locality,loca39b21782ed2,YAN YEAN,geoscape 202202,lga,lga977c9605ab7d,Nillumbik,9,5.769230769230769
geoscape 202202,locality,loca39fe0127b3c,WOLLONGONG,geoscape 202202,lga,lga0cd900c07cca,Wollongong,16500,100
geoscape 202202,locality,loca3ad40eadaa6,BRUTHEN,geoscape 202202,lga,lga72904b64c519,East Gippsland,585,100
geoscape 202202,locality,loca3b1a547cd1b,BROADMEADOW,geoscape 202202,lga,lga945cdd1aa041,Newcastle,1656,100
geoscape 202202,locality,loca3b4bc40b297,KATOOMBA,geoscape 202202,lga,lgaa70ee11ecfe2,Blue Mountains,6718,100
geoscape 202202,locality,loca3b6676f4fdf,BULLAGREEN,geoscape 202202,lga,lga6bae9beb633e,Warren,23,100
geoscape 202202,locality,loca3b9175e72b8,WANBI,geoscape 202202,lga,lga0f98f8cfc594,Karoonda East Murray,110,100
geoscape 202202,locality,loca3bdcbac28b1,PIMBAACLA,geoscape 202202,lga,lgaa8d127fa14e7,Ceduna,23,88.46153846153845
geoscape 202202,locality,loca3bdcbac28b1,PIMBAACLA,geoscape 202202,lga,lga060548248172,Streaky Bay,3,11.538461538461538
geoscape 202202,locality,loca3c4951458c1,WARDS RIVER,geoscape 202202,lga,lga2e987509b39d,Mid-Coast,152,100
geoscape 202202,locality,loca3c9a994be97,GNOOREA,geoscape 202202,lga,lga12712c7fbac0,Karratha,2,100
geoscape 202202,locality,loca3d913873678,ST ARNAUD NORTH,geoscape 202202,lga,lga8751f70e5df3,Northern Grampians,32,100
geoscape 202202,locality,loca3db4b930e3e,WOODLEIGH,geoscape 202202,lga,lgaac2e88625ea2,Bass Coast,70,100
geoscape 202202,locality,loca3dd294e6073,BUCCA WAUKA,geoscape 202202,lga,lga2e987509b39d,Mid-Coast,100,100
geoscape 202202,locality,loca3dd578ba81d,KEYNETON,geoscape 202202,lga,lgaeca0b96b0442,Mid Murray,247,100
geoscape 202202,locality,loca3dd89243c29,NAREEB,geoscape 202202,lga,lga1a08aa92f8c2,Southern Grampians,17,53.125
geoscape 202202,locality,loca3dd89243c29,NAREEB,geoscape 202202,lga,lga9651f4cc7895,Moyne,15,46.875
geoscape 202202,locality,loca3e59c1ad7ea,DIGGERS CAMP,geoscape 202202,lga,lgaee0b3901a073,Clarence Valley,45,100
geoscape 202202,locality,loca3ea6256cc87,DAVENPORT,geoscape 202202,lga,lga9b1b1696edd4,Port Augusta,83,100
geoscape 202202,locality,loca3eb6f3c4d38,WOORINEN NORTH,geoscape 202202,lga,lga2f887f3655b9,Swan Hill,51,100
geoscape 202202,locality,loca3efde106bdb,WERAI,geoscape 202202,lga,lgab418fd9e27ef,Wingecarribee,60,100
geoscape 202202,locality,loca3f4a7c13354,JINGERA,geoscape 202202,lga,lga4ad25c8d4bff,Snowy Monaro Regional,29,100
geoscape 202202,locality,loca3f677b3203f,BEGA,geoscape 202202,lga,lgad764fa589d34,Bega Valley,3238,100
geoscape 202202,locality,loca3f865e2a09c,CYPRESS GARDENS,geoscape 202202,lga,lga59db913dcc12,Toowoomba,105,100
geoscape 202202,locality,loca3f86e34914c,GIRVAN,geoscape 202202,lga,lga2e987509b39d,Mid-Coast,115,100
geoscape 202202,locality,loca3f9bdbc64a6,KAIMKILLENBUN,geoscape 202202,lga,lga1be86b7b4de2,Western Downs,331,100
geoscape 202202,locality,loca3f9c473271d,KURUMBUL,geoscape 202202,lga,lgad6bfe80090c5,Goondiwindi,123,100
geoscape 202202,locality,loca3fc6d17e02a,BONNYRIGG HEIGHTS,geoscape 202202,lga,lga06490af4f38a,Fairfield,2297,99.86956521739131
geoscape 202202,locality,loca3fc6d17e02a,BONNYRIGG HEIGHTS,geoscape 202202,lga,lga11ee462056ba,Liverpool,3,0.13043478260869568
geoscape 202202,locality,loca3fd71e40199,KALANG,geoscape 202202,lga,lgab59cd333b8fb,Bellingen,148,100
geoscape 202202,locality,loca3fec09bb8ae,EAST KANGALOON,geoscape 202202,lga,lgab418fd9e27ef,Wingecarribee,58,100
geoscape 202202,locality,loca4054eb46a80,SNOWTOWN,geoscape 202202,lga,lgaafe2b0257283,Wakefield,577,100
geoscape 202202,locality,loca418b672424b,GLENPATRICK,geoscape 202202,lga,lgafaedbfa774eb,Pyrenees,34,100
geoscape 202202,locality,loca41d4a6c40d3,NORTHMEAD,geoscape 202202,lga,lga5971dfaf3433,Parramatta,5667,100
geoscape 202202,locality,loca4213937b191,YELLINGBO,geoscape 202202,lga,lgadbd419ff24e3,Yarra Ranges,249,100
geoscape 202202,locality,loca42df43e1b19,SOMMARIVA,geoscape 202202,lga,lgade4dc14dba85,Murweh,32,100
geoscape 202202,locality,loca439f8da6e36,FERGUSON,geoscape 202202,lga,lga38ed4e0442db,Dardanup,138,100
geoscape 202202,locality,loca43af4e10c53,FRANKLINFORD,geoscape 202202,lga,lga90413c6e7ea0,Hepburn,51,89.47368421052632
geoscape 202202,locality,loca43af4e10c53,FRANKLINFORD,geoscape 202202,lga,lga0eac1885ea16,Mount Alexander,6,10.526315789473683
geoscape 202202,locality,loca43c1d9846f6,BERRIMAH,geoscape 202202,lga,lga50b35f67a120,Northern Territory Rates Act,266,21.06096595407759
geoscape 202202,locality,loca43c1d9846f6,BERRIMAH,geoscape 202202,lga,lga744170e79f38,Darwin,997,78.93903404592241
geoscape 202202,locality,loca440346e153a,PICCADILLY,geoscape 202202,lga,lga4f3ca10078b8,Kalgoorlie-Boulder,1429,100
geoscape 202202,locality,loca4437f42edbe,WONGAWILLI,geoscape 202202,lga,lga0cd900c07cca,Wollongong,592,100
geoscape 202202,locality,loca46c2103e42e,FRANKTON,geoscape 202202,lga,lgaeca0b96b0442,Mid Murray,4,6.779661016949152
geoscape 202202,locality,loca46c2103e42e,FRANKTON,geoscape 202202,lga,lga608f6aae1412,Goyder,55,93.22033898305084
geoscape 202202,locality,loca473fa57bc0f,MOUNT MITCHELL,geoscape 202202,lga,lga3b472eeffd4e,Glen Innes Severn,79,100
geoscape 202202,locality,loca47b3e684c25,GLOSSOP,geoscape 202202,lga,lga192eccf40a5e,Berri Barmera,678,100
geoscape 202202,locality,loca47b83e7735b,BUARABA SOUTH,geoscape 202202,lga,lgad7dd78a474c5,Lockyer Valley,23,100
geoscape 202202,locality,loca47ee7164993,GLEN INNES,geoscape 202202,lga,lga3b472eeffd4e,Glen Innes Severn,4182,100
geoscape 202202,locality,loca47fcb9ec416,WIGLEY FLAT,geoscape 202202,lga,lgaf207b6af36f1,Loxton Waikerie,52,100
geoscape 202202,locality,loca4837d13c044,WHIAN WHIAN,geoscape 202202,lga,lga35f80aa51641,Lismore,109,100
geoscape 202202,locality,loca4857cf2fc82,COOMINGLAH,geoscape 202202,lga,lga8cbd86ae9377,North Burnett,26,100
geoscape 202202,locality,loca48a2ef16b30,CHOWAN CREEK,geoscape 202202,lga,lgac030388b8cd2,Tweed,35,100
geoscape 202202,locality,loca48a5804682b,BLACKETT,geoscape 202202,lga,lgab64f14d6026f,Blacktown,1342,100
geoscape 202202,locality,loca48c10fccb62,OAKDALE,geoscape 202202,lga,lga242fb40d92ce,South Burnett,45,100
geoscape 202202,locality,loca48db521f30d,ENOGGERA,geoscape 202202,lga,lgaf711db11e308,Brisbane,3066,100
geoscape 202202,locality,loca48fc16dda59,WARD HILL,geoscape 202202,lga,lga74dbd640905c,Barunga West,59,100
geoscape 202202,locality,loca48fd37ca6c8,MEPUNGA WEST,geoscape 202202,lga,lga9651f4cc7895,Moyne,44,100
geoscape 202202,locality,loca49ed78d02cf,BARRY,geoscape 202202,lga,lgaeea486bb6672,Tamworth Regional,1,33.33333333333333
geoscape 202202,locality,loca49ed78d02cf,BARRY,geoscape 202202,lga,lga6878096e3730,Upper Hunter,2,66.66666666666666
geoscape 202202,locality,loca4a3cc6438a4,MP CREEK,geoscape 202202,lga,lga242fb40d92ce,South Burnett,59,100
geoscape 202202,locality,loca4a53c3608b2,KOORAWATHA,geoscape 202202,lga,lga358636703171,Cowra,97,21.271929824561404
geoscape 202202,locality,loca4a53c3608b2,KOORAWATHA,geoscape 202202,lga,lgae13aad3a393a,Hilltops,359,78.72807017543859
geoscape 202202,locality,loca4a7ef5e9f16,NEIKA,geoscape 202202,lga,lgadc18daa4e36a,Kingborough,96,100
geoscape 202202,locality,loca4ab9844a88d,CARMOO,geoscape 202202,lga,lgae1728aa315f4,Cassowary Coast,154,100
geoscape 202202,locality,loca4ac31a7c768,TYNONG,geoscape 202202,lga,lgac69cfd288672,Cardinia,272,100
geoscape 202202,locality,loca4adaeb4a273,MOGGS CREEK,geoscape 202202,lga,lgaeb9321b0357b,Surf Coast,200,100
geoscape 202202,locality,loca4b4f81505fd,DAYTON,geoscape 202202,lga,lgae7983979ea71,Swan,2494,100
geoscape 202202,locality,loca4b8394e7092,SOUTH BURRACOPPIN,geoscape 202202,lga,lga82cb34cd75f9,Merredin,28,100
geoscape 202202,locality,loca4bdbbd1e441,WALLAGA LAKE,geoscape 202202,lga,lgad764fa589d34,Bega Valley,546,100
geoscape 202202,locality,loca4bf33f687c9,KOONOONA,geoscape 202202,lga,lga608f6aae1412,Goyder,7,100
geoscape 202202,locality,loca4c116a331c8,WOODLAWN,geoscape 202202,lga,lga35f80aa51641,Lismore,43,100
geoscape 202202,locality,loca4c9a564b207,TWO MILE FLAT,geoscape 202202,lga,lga521465c2ad4a,Mid-Western Regional,57,100
geoscape 202202,locality,loca4cce895fbc3,KAPOOKA,geoscape 202202,lga,lga03a912e8133a,Wagga Wagga,126,100
geoscape 202202,locality,loca4cddac3174d,KUNDIBAKH,geoscape 202202,lga,lga2e987509b39d,Mid-Coast,74,100
geoscape 202202,locality,loca4ce928abfdf,TURRELLA,geoscape 202202,lga,lga695a89c7b19b,Bayside,1191,100
geoscape 202202,locality,loca4d3a7e530ca,BELLI PARK,geoscape 202202,lga,lgaa9ec4359b5d6,Sunshine Coast,373,100
geoscape 202202,locality,loca4db25067860,REDPA,geoscape 202202,lga,lga501d6d4da5d2,Circular Head,74,100
geoscape 202202,locality,loca4df351ef3d8,CANIABA,geoscape 202202,lga,lga35f80aa51641,Lismore,350,100
geoscape 202202,locality,loca4e166a620d9,NOBLE PARK,geoscape 202202,lga,lgab65bc8ec7820,Greater Dandenong,15146,100
geoscape 202202,locality,loca4e760575c03,EMBLETON,geoscape 202202,lga,lga3eb9e8612da7,Bayswater,1809,100
geoscape 202202,locality,loca4ecc0344c06,THE CAVES,geoscape 202202,lga,lgab79904b06b15,Livingstone,417,100
geoscape 202202,locality,loca4f3a116d4ba,BRUNSWICK,geoscape 202202,lga,lgae03ddc9e8dd7,Moreland,16702,100
geoscape 202202,locality,loca4f4cff9c39c,WURRUMIYANGA,geoscape 202202,lga,lgaa3498d6da0a6,Tiwi Islands,345,100
geoscape 202202,locality,loca4f534f416e9,MONDURAN,geoscape 202202,lga,lga68f11a29b468,Bundaberg,135,100
geoscape 202202,locality,loca4f8d9806333,GAREMA,geoscape 202202,lga,lgafc572f6f5703,Forbes,53,94.64285714285714
geoscape 202202,locality,loca4f8d9806333,GAREMA,geoscape 202202,lga,lga9a31571bf3db,Weddin,3,5.357142857142857
geoscape 202202,locality,loca5053d28b173,PARK RIDGE,geoscape 202202,lga,lgad15a5a116e04,Logan,5533,100
geoscape 202202,locality,loca50a43d23edd,BOAMBOLO,geoscape 202202,lga,lga80114cd78624,Yass Valley,56,100
geoscape 202202,locality,loca50e32cfe7a8,OBERON,geoscape 202202,lga,lga6f94e50be65d,Oberon,2356,100
geoscape 202202,locality,loca5101d9210b2,LAKE HUME VILLAGE,geoscape 202202,lga,lgadf196edd3a41,Albury,173,100
geoscape 202202,locality,loca519c577cf5c,HAY VALLEY,geoscape 202202,lga,lgacbedc6edfda0,Adelaide Hills,3,9.090909090909092
geoscape 202202,locality,loca519c577cf5c,HAY VALLEY,geoscape 202202,lga,lga1cecb0a38f64,Mount Barker,30,90.9090909090909
geoscape 202202,locality,loca51f813c1aed,WARRABKOOK,geoscape 202202,lga,lga9651f4cc7895,Moyne,20,100
geoscape 202202,locality,loca522f0db671c,WEST COAST,geoscape 202202,lga,lga501d6d4da5d2,Circular Head,8,88.88888888888889
geoscape 202202,locality,loca522f0db671c,WEST COAST,geoscape 202202,lga,lgaa522f0db671c,West Coast,1,11.11111111111111
geoscape 202202,locality,loca5235a4ea24a,PIMPIMBUDGEE,geoscape 202202,lga,lga242fb40d92ce,South Burnett,107,100
geoscape 202202,locality,loca524243739d2,BULLIOH,geoscape 202202,lga,lga6ede3850c9ef,Towong,45,100
geoscape 202202,locality,loca526ba79ca64,DEEPWATER,geoscape 202202,lga,lga7872e04f6637,Tenterfield,50,12.224938875305623
geoscape 202202,locality,loca526ba79ca64,DEEPWATER,geoscape 202202,lga,lga3b472eeffd4e,Glen Innes Severn,359,87.77506112469437
geoscape 202202,locality,loca526c5542496,ECHUCA WEST,geoscape 202202,lga,lgaf4d7671cd990,Campaspe,183,100
geoscape 202202,locality,loca52846916734,ARTHURTON,geoscape 202202,lga,lga11baf8370c20,Yorke Peninsula,169,100
geoscape 202202,locality,loca529180576a5,TOOTGAROOK,geoscape 202202,lga,lga69684c885dd2,Mornington Peninsula,3209,100
geoscape 202202,locality,loca52a19ef7d4c,BYFIELD,geoscape 202202,lga,lgab79904b06b15,Livingstone,211,100
geoscape 202202,locality,loca5359551dd4c,GOODMANS FORD,geoscape 202202,lga,lgab418fd9e27ef,Wingecarribee,21,100
geoscape 202202,locality,loca537fcb250e1,MOORMBOOL WEST,geoscape 202202,lga,lga7831afcaf1e2,Strathbogie,40,100
geoscape 202202,locality,loca53acaf0b9d8,BORDERTOWN SOUTH,geoscape 202202,lga,lgab452c57d42fb,Tatiara,34,100
geoscape 202202,locality,loca53ca9714d96,FLETCHER,geoscape 202202,lga,lga945cdd1aa041,Newcastle,2968,100
geoscape 202202,locality,loca53f9e8e7fb1,SARABAH,geoscape 202202,lga,lga659897202954,Scenic Rim,46,100
geoscape 202202,locality,loca54d65e8c65c,BURDETT,geoscape 202202,lga,lgaeca0b96b0442,Mid Murray,16,13.223140495867769
geoscape 202202,locality,loca54d65e8c65c,BURDETT,geoscape 202202,lga,lgadddff4f68724,Murray Bridge,105,86.77685950413223
geoscape 202202,locality,loca55a545f0563,WINDERMERE,geoscape 202202,lga,lgaf11c4f3e9ae0,Launceston City,148,100
geoscape 202202,locality,loca55bd7bc07e2,BEMBOKA,geoscape 202202,lga,lgad764fa589d34,Bega Valley,553,100
geoscape 202202,locality,loca563133250a0,BLANCHVIEW,geoscape 202202,lga,lgad7dd78a474c5,Lockyer Valley,108,98.18181818181819
geoscape 202202,locality,loca563133250a0,BLANCHVIEW,geoscape 202202,lga,lga59db913dcc12,Toowoomba,2,1.8181818181818181
geoscape 202202,locality,loca5636dd04e94,WESTWOOD,geoscape 202202,lga,lgacc8be94156f0,Meander Valley,34,100
geoscape 202202,locality,loca5643321b976,FIERY FLAT,geoscape 202202,lga,lga0061bf039442,Loddon,15,100
geoscape 202202,locality,loca5654d7106aa,WONGOONDY,geoscape 202202,lga,lga1d9cab11a368,Greater Geraldton,35,100
geoscape 202202,locality,loca56f2b16461e,BULLEEN,geoscape 202202,lga,lgab3be0b9eb31a,Manningham,5550,100
geoscape 202202,locality,loca578418821cb,LAKE MUNDI,geoscape 202202,lga,lga26260a89bb1b,Glenelg,43,100
geoscape 202202,locality,loca5785223e52d,KUNJIN,geoscape 202202,lga,lga8e67f5c3f7bd,Corrigin,31,100
geoscape 202202,locality,loca57aade00ad0,MOUNT MAJOR,geoscape 202202,lga,lga1a793093877f,Greater Shepparton,13,100
geoscape 202202,locality,loca57b4b0d49bb,PETFORD,geoscape 202202,lga,lga4d17dd509547,Mareeba,82,100
geoscape 202202,locality,loca57dcd26b7fd,ELMORE,geoscape 202202,lga,lga575ae7e97596,Greater Bendigo,702,100
geoscape 202202,locality,loca5874f15db93,BOWNING,geoscape 202202,lga,lga80114cd78624,Yass Valley,476,100
geoscape 202202,locality,loca5929f2e0e49,GATESHEAD,geoscape 202202,lga,lgac07fca595aa9,Lake Macquarie,1851,100
geoscape 202202,locality,loca597a0ca3953,WOLFANG,geoscape 202202,lga,lga6797770d0f66,Isaac,72,100
geoscape 202202,locality,loca59e61494f96,SEVILLE EAST,geoscape 202202,lga,lgadbd419ff24e3,Yarra Ranges,332,100
geoscape 202202,locality,loca59f19d84777,BUNDING,geoscape 202202,lga,lga4eb6e129e4f4,Moorabool,30,100
geoscape 202202,locality,loca5a1456ade46,STANHOPE GARDENS,geoscape 202202,lga,lgab64f14d6026f,Blacktown,3610,100
geoscape 202202,locality,loca5a3053ac3fa,NANTAWARRA,geoscape 202202,lga,lgaafe2b0257283,Wakefield,94,100
geoscape 202202,locality,loca5a7466bc553,GREENWICH,geoscape 202202,lga,lga83ebf8381de8,Lane Cove,3056,100
geoscape 202202,locality,loca5abac6d449e,SUNNY NOOK,geoscape 202202,lga,lga242fb40d92ce,South Burnett,34,100
geoscape 202202,locality,loca5ae4398cd45,CALTOWIE,geoscape 202202,lga,lgae7a122b2d3e4,Northern Areas,197,100
geoscape 202202,locality,loca5af1093f94a,STUART,geoscape 202202,lga,lga12bb9336429b,Townsville,629,100
geoscape 202202,locality,loca5c9aa6d1149,EVELYN,geoscape 202202,lga,lga65af96ce18eb,Tablelands,283,100
geoscape 202202,locality,loca5ceb281ec02,NEEREMAN,geoscape 202202,lga,lga0eac1885ea16,Mount Alexander,13,100
geoscape 202202,locality,loca5cfc3ff024a,MAGITUP,geoscape 202202,lga,lgaf72648a14c99,Gnowangerup,21,100
geoscape 202202,locality,loca5d46d6fcc9c,MUNNI,geoscape 202202,lga,lgad0c3084d5c41,Dungog,56,100
geoscape 202202,locality,loca5daa5155377,TUBBAMURRA,geoscape 202202,lga,lga18e5bcb45b78,Armidale Regional,28,100
geoscape 202202,locality,loca5dacbe1db50,BEARD,geoscape 202202,lga,lgaact9999991,Unincorporated - ACT,266,100
geoscape 202202,locality,loca5de38b84720,BOX HILL,geoscape 202202,lga,lga0450031d71ce,Whitehorse,10859,100
geoscape 202202,locality,loca5e1bf6a33d8,ROSNY,geoscape 202202,lga,lgaae8336fce317,Clarence City,421,100
geoscape 202202,locality,loca5e987490414,TOOMULLA,geoscape 202202,lga,lga12bb9336429b,Townsville,176,100
geoscape 202202,locality,loca5ea26b7c775,WURAMING,geoscape 202202,lga,lga7ef478296601,Boddington,1,100
geoscape 202202,locality,loca5ef5341810a,RUNAWAY BAY,geoscape 202202,lga,lgaaeff9c47295f,Gold Coast,5960,100
geoscape 202202,locality,loca5f0c27119c8,CAPEL,geoscape 202202,lga,lgacfca57f84e65,Capel,1477,100
geoscape 202202,locality,loca5f863ae0950,RAMSAY,geoscape 202202,lga,lga59db913dcc12,Toowoomba,149,100
geoscape 202202,locality,loca5fac44493f4,CATHCART,geoscape 202202,lga,lga48c76dfa462e,Ararat,52,100
geoscape 202202,locality,loca601db6b2d84,DARLINGTON,geoscape 202202,lga,lga0a82ff04fef4,Mundaring,1569,100
geoscape 202202,locality,loca6049fa631ea,NORTH WAHROONGA,geoscape 202202,lga,lga539121ae6aa1,Ku-ring-gai,756,100
geoscape 202202,locality,loca62b090d8db6,ST IVES,geoscape 202202,lga,lga1cecb0a38f64,Mount Barker,30,100
geoscape 202202,locality,loca62ee88a5325,LEADVILLE,geoscape 202202,lga,lga810ab3c44f0d,Warrumbungle,133,100
geoscape 202202,locality,loca62f36a00de0,LAEN EAST,geoscape 202202,lga,lga0ddc15fef4c5,Buloke,5,100
geoscape 202202,locality,loca62f65b74b53,BILAMBIL,geoscape 202202,lga,lgac030388b8cd2,Tweed,208,100
geoscape 202202,locality,loca6325ff7a5b7,RASMUSSEN,geoscape 202202,lga,lga12bb9336429b,Townsville,2244,100
geoscape 202202,locality,loca6358849c923,BAANDEE,geoscape 202202,lga,lgaedf9a6d63236,Kellerberrin,8,100
geoscape 202202,locality,loca63ccb5a755f,COOTAMUNDRA,geoscape 202202,lga,lgaba86e982b581,Cootamundra-Gundagai Regional,4409,100
geoscape 202202,locality,loca647a4aade8e,THORNLEIGH,geoscape 202202,lga,lga8f7ed7c51d73,Hornsby,4089,100
geoscape 202202,locality,loca6512cdfdd08,EAST LYONS RIVER,geoscape 202202,lga,lga20701c94989d,Upper Gascoyne,3,100
geoscape 202202,locality,loca65463a011df,MYSIA,geoscape 202202,lga,lga0061bf039442,Loddon,23,100
geoscape 202202,locality,loca6594073505b,WHITWARTA,geoscape 202202,lga,lgaafe2b0257283,Wakefield,73,100
geoscape 202202,locality,loca65eea2c4229,WALLISTON,geoscape 202202,lga,lga0ccb0029de1f,Kalamunda,586,100
geoscape 202202,locality,loca664e91d2393,PIRRON YALLOCK,geoscape 202202,lga,lgaedbf8eb2d054,Corangamite,14,11.570247933884298
geoscape 202202,locality,loca664e91d2393,PIRRON YALLOCK,geoscape 202202,lga,lgaa40be6b352b7,Colac Otway,107,88.42975206611571
geoscape 202202,locality,loca6683e5b2672,MIDDLESEX,geoscape 202202,lga,lga82fa96c43da5,Manjimup,156,100
geoscape 202202,locality,loca672f7ba2619,BRENDALE,geoscape 202202,lga,lga4596f3dd38b9,Moreton Bay,3895,100
geoscape 202202,locality,loca674ab421c49,EUROA,geoscape 202202,lga,lga7831afcaf1e2,Strathbogie,2498,100
geoscape 202202,locality,loca675949babea,CHARLES STURT UNIVERSITY,geoscape 202202,lga,lga03a912e8133a,Wagga Wagga,9,100
geoscape 202202,locality,loca67679118859,JUNEE REEFS,geoscape 202202,lga,lgac0f7797e00fa,Junee,72,100
geoscape 202202,locality,loca67c5eafad56,THE FALLS,geoscape 202202,lga,lga4200d998f24c,Southern Downs,82,100
geoscape 202202,locality,loca68253866018,BAKERS HILL,geoscape 202202,lga,lgabbf72d87e377,Northam,630,100
geoscape 202202,locality,loca683cdaa2025,UPPER FREESTONE,geoscape 202202,lga,lga4200d998f24c,Southern Downs,73,100
geoscape 202202,locality,loca6847f21688f,OLD COORANGA,geoscape 202202,lga,lga8cbd86ae9377,North Burnett,38,100
geoscape 202202,locality,loca689576ba798,HUMPTY DOO,geoscape 202202,lga,lga10f7407af335,Litchfield,1996,100
geoscape 202202,locality,loca68db10d518e,WOLUMLA,geoscape 202202,lga,lgad764fa589d34,Bega Valley,491,100
geoscape 202202,locality,loca690f07a8444,COUTTS CROSSING,geoscape 202202,lga,lgaee0b3901a073,Clarence Valley,498,100
geoscape 202202,locality,loca696b6b9534c,MOUNT DAVID,geoscape 202202,lga,lga6f94e50be65d,Oberon,99,100
geoscape 202202,locality,loca69e4cac9c27,ARNDELL PARK,geoscape 202202,lga,lgab64f14d6026f,Blacktown,559,100
geoscape 202202,locality,loca69ebc0d2e59,GIRRALONG,geoscape 202202,lga,lgab9f1c7ce8f4c,Nambucca Valley,43,100
geoscape 202202,locality,loca69f20798ef7,MAREEBA,geoscape 202202,lga,lga4d17dd509547,Mareeba,6852,100
geoscape 202202,locality,loca6a14bab3d5d,LAKE PROSERPINE,geoscape 202202,lga,lgacc9efa3d7182,Whitsunday,12,100
geoscape 202202,locality,loca6a4c9dc7e6e,CUDGEN,geoscape 202202,lga,lgac030388b8cd2,Tweed,449,100
geoscape 202202,locality,loca6b08700ef27,GLENDENNING,geoscape 202202,lga,lgab64f14d6026f,Blacktown,2012,100
geoscape 202202,locality,loca6b49df57905,TARRINGTON,geoscape 202202,lga,lga1a08aa92f8c2,Southern Grampians,169,100
geoscape 202202,locality,loca6b88f145141,BREAKFAST CREEK,geoscape 202202,lga,lga521465c2ad4a,Mid-Western Regional,20,100
geoscape 202202,locality,loca6bf41424292,PORONGURUP,geoscape 202202,lga,lgad0d34812905f,Plantagenet,221,100
geoscape 202202,locality,loca6c74c103aed,MERRIJIG,geoscape 202202,lga,lga72904b64c519,East Gippsland,5,100
geoscape 202202,locality,loca6c7b767ab33,BURNSIDE,geoscape 202202,lga,lgaa9ec4359b5d6,Sunshine Coast,1470,100
geoscape 202202,locality,loca6ccd1f238f2,PAYTENS BRIDGE,geoscape 202202,lga,lgafc572f6f5703,Forbes,51,100
geoscape 202202,locality,loca6d234a25371,BACK CREEK,geoscape 202202,lga,lga2e987509b39d,Mid-Coast,18,100
geoscape 202202,locality,loca6d4314fb0d0,BIRKENHEAD,geoscape 202202,lga,lga3fe8017e2eff,Port Adelaide Enfield,1017,100
geoscape 202202,locality,loca6d6fcc27095,LAURA,geoscape 202202,lga,lgabeae5da9112d,Cook,105,100
geoscape 202202,locality,loca6d8813738eb,BADGER CREEK,geoscape 202202,lga,lgadbd419ff24e3,Yarra Ranges,708,100
geoscape 202202,locality,loca6d95048650b,LAKELANDS,geoscape 202202,lga,lgac07fca595aa9,Lake Macquarie,555,100
geoscape 202202,locality,loca6da887377c3,JANDAKOT,geoscape 202202,lga,lga1542e1fe6ca8,Cockburn,1728,100
geoscape 202202,locality,loca6db7e11cc5f,CROWS NEST,geoscape 202202,lga,lga570242050fb9,North Sydney,5178,100
